segment_id	segment_text	comment_text
pli-tv-kd2:24.3.4	or by enemies of the monks, other monks should say to those enemies,	“Enemies of monks” is a translation of _bhikkhupaccatthikā_. At [Bu Pj 1:9.3.1](pli-tv-bu-vb-pj1:9.3.1), I have translated the same compound as “enemy monks”. In that rule this seems required because various people who are acting as enemies of monks are mentioned separately, such as kings, bandits, and scoundrels. Moreover, all of these are compounded with _paccatthikā_: _bhikkhupaccatthikā_, _rājapaccatthikā_, and so on. Since it seems reasonable to assume that all these compounds have the same structure, it follows that they should all be read as “enemies who are so-and-so” rather than “enemies of so-and-so”. This understanding is confirmed by Sp 1.58: _bhikkhū eva paccatthikā bhikkhupaccatthikā_, “_Bhikkhupaccatthikā_ are just monks who are enemies.” In the present context, however, this interpretation does not seem to work. If _bhikkhupaccatthikā_ refers to enemies who are monks, then they would have to be invited to take part in the ceremony, or some other arrangement would have to be made, but nothing is said about this in either the Pali or the commentaries. Moreover, kings, bandits, and scoundrels are in this case not compounded with _paccatthikā_, as they are in Bu Pj 1. I therefore conclude that the meaning here must be “enemies of monks”.
pli-tv-kd2:24.3.5	‘Listen, please release this monk for a short time so that he can take part in the observance-day ceremony.’	NA
pli-tv-kd2:24.3.6	If they’re able to do this, it’s good.	NA
pli-tv-kd2:24.3.7	If not, they should say to those enemies,	NA
pli-tv-kd2:24.3.8	‘Listen, please step aside for a moment while this monk passes on his purity.’	NA
pli-tv-kd2:24.3.9	If they’re able to do this, it’s good.	NA
pli-tv-kd2:24.3.10	If not, they should say to those enemies,	NA
pli-tv-kd2:24.3.11	‘Listen, please take this monk outside the monastery zone for a short time while the Sangha does the observance-day ceremony.’	NA
pli-tv-kd2:24.3.12	If they’re able to do this, it’s good.	NA
pli-tv-kd2:24.3.13	If not, you shouldn’t do the observance-day ceremony with an incomplete sangha.	NA
pli-tv-kd2:24.3.14	If you do, you commit an offense of wrong conduct.”	NA
pli-tv-kd2:25.1.0	23. Agreement in regard to insanity	NA
pli-tv-kd2:25.1.1	Then the Buddha addressed the monks:	NA
pli-tv-kd2:25.1.2	“Gather, monks, there’s business for the Sangha.”	NA
pli-tv-kd2:25.1.3	A monk said to the Buddha,	NA
pli-tv-kd2:25.1.4	“Sir, there’s a monk called Gagga who is insane. He hasn’t come.”	NA
pli-tv-kd2:25.1.5	“Monks, there are two kinds of insane monks:	NA
pli-tv-kd2:25.1.6	there is the insane monk who sometimes remembers the observance day and sometimes doesn’t, who sometimes remembers the legal procedures of the Sangha and sometimes doesn’t,	NA
pli-tv-kd2:25.1.7	who sometimes goes to the observance-day ceremony and sometimes doesn’t, who sometimes goes to the legal procedures of the Sangha and sometimes doesn’t. Then there’s the insane monk who never remembers any of this.	NA
pli-tv-kd2:25.2.1	For the first one of these, you should make an agreement in regard to insanity.	NA
pli-tv-kd2:25.3.1	And it should be made like this.	NA
pli-tv-kd2:25.3.2	A competent and capable monk should inform the Sangha:	NA
pli-tv-kd2:25.3.3	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd2:25.3.4	The monk Gagga is insane.	NA
pli-tv-kd2:25.3.5	Sometimes he remembers the observance day and sometimes he doesn’t; sometimes he remembers the legal procedures of the Sangha and sometimes he doesn’t; sometimes he goes to the observance-day ceremony and sometimes he doesn’t; sometimes he goes to the legal procedures of the Sangha and sometimes he doesn’t.	NA
pli-tv-kd2:25.3.6	If the Sangha is ready, it should agree on the following in regard to the insanity of the monk Gagga:	NA
pli-tv-kd2:25.3.7	whether or not Gagga remembers either the observance day or the legal procedures of the Sangha, whether or not he goes either to the observance day or to the legal procedures of the Sangha, the Sangha should do the observance-day ceremony, it should do the legal procedures of the Sangha, with or without Gagga.	NA
pli-tv-kd2:25.3.8	This is the motion.	NA
pli-tv-kd2:25.4.1	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd2:25.4.2	The monk Gagga is insane.	NA
pli-tv-kd2:25.4.3	Sometimes he remembers the observance day and sometimes he doesn’t; sometimes he remembers the legal procedures of the Sangha and sometimes he doesn’t; sometimes he goes to the observance-day ceremony and sometimes he doesn’t; sometimes he goes to the legal procedures of the Sangha and sometimes he doesn’t.	NA
pli-tv-kd2:25.4.4	The Sangha agrees on the following in regard to the insanity of the monk Gagga:	NA
pli-tv-kd2:25.4.5	whether or not Gagga remembers either the observance day or the legal procedures of the Sangha, whether or not he goes either to the observance day or to the legal procedures of the Sangha, the Sangha should do the observance-day ceremony, it should do the legal procedures of the Sangha, with or without Gagga.	NA
pli-tv-kd2:25.4.6	Any monk who approves of this agreement—	NA
pli-tv-kd2:25.4.7	whether or not Gagga remembers either the observance day or the legal procedures of the Sangha, whether or not he goes either to the observance day or to the legal procedures of the Sangha, the Sangha should do the observance-day ceremony, it should do the legal procedures of the Sangha, with or without Gagga—should remain silent.	NA
pli-tv-kd2:25.4.8	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd2:25.4.9	The Sangha has agreed on the following in regard to the insanity of the monk Gagga:	NA
pli-tv-kd2:25.4.10	whether or not Gagga remembers either the observance-day ceremony or the legal procedures of the Sangha, whether or not he goes either to the observance day or to the legal procedures of the Sangha, the Sangha should do the observance-day ceremony, it should do the legal procedures of the Sangha, with or without Gagga.	NA
pli-tv-kd2:25.4.11	The Sangha approves and is therefore silent. I will  remember it thus.’”	NA
pli-tv-kd2:26.1.0	24. Various kinds of observance days for the Sangha, etc.	NA
pli-tv-kd2:26.1.1	At one time on the observance day, there were four monks staying in a certain monastery.	NA
pli-tv-kd2:26.1.2	They thought,	NA
pli-tv-kd2:26.1.3	“The Buddha has laid down a rule	NA
pli-tv-kd2:26.1.4	that the observance-day ceremony should be done. Now there’s four of us. So how should we do the observance-day ceremony?”	NA
pli-tv-kd2:26.1.5	They told the Buddha.	NA
pli-tv-kd2:26.1.6	“When there are four of you, you should recite the Monastic Code.”	NA
pli-tv-kd2:26.2.1	At one time on the observance day, there were three monks staying in a certain monastery.	NA
pli-tv-kd2:26.2.2	They thought,	NA
pli-tv-kd2:26.2.3	“The Buddha has instructed that the Monastic Code should be recited when there are four monks. But there’s only three of us. So how should we do the observance-day ceremony?”	NA
pli-tv-kd2:26.2.5	“When there are three of you, you should do the observance-day ceremony by declaring your purity.	NA
pli-tv-kd2:26.3.1	And you should do it like this.	NA
pli-tv-kd2:26.3.2	A competent and capable monk should inform those monks:	NA
pli-tv-kd2:26.3.3	‘Please, venerables, I ask you to listen.	NA
pli-tv-kd2:26.3.4	Today is the observance day, the fifteenth.	NA
pli-tv-kd2:26.3.5	If the venerables are ready, we should do the observance-day ceremony by declaring purity to one another.’	NA
pli-tv-kd2:26.3.6	The most senior monk should arrange his upper robe over one shoulder, squat on his heels, raise his joined palms, and say to the other monks:	_Therena bhikkhunā_ could be rendered “a/the senior monk”. Yet the point is that only the most senior member of the Sangha should use the semi-informal address _āvuso_, whereas everyone else should use the formal equivalent _bhante_.
pli-tv-kd2:26.3.7	‘I’m pure.	NA
pli-tv-kd2:26.3.8	Please remember me as pure.’	NA
pli-tv-kd2:26.3.9	And he should repeat this two more times.	NA
pli-tv-kd2:26.4.1	Each junior monk should arrange his upper robe over one shoulder, squat on his heels, raise his joined palms, and say to the other monks:	_Navakena bhikkhunā_ could be rendered “a/the junior monk”. Yet the point here is that only the most senior member of the Sangha should use the semi-informal address _āvuso_, whereas everyone else should use the formal equivalent _bhante_. In this context, then, _navaka_ does not have its normal meaning of “newly ordained” monk, but rather refers to any monk junior to the most senior one.
pli-tv-kd2:26.4.2	‘I’m pure, venerable.	NA
pli-tv-kd2:26.4.3	Please remember me as pure.’	NA
pli-tv-kd2:26.4.4	And he should repeat this two more times.”	NA
pli-tv-kd2:26.5.1	At one time on the observance day, there were two monks staying in a certain monastery.	NA
pli-tv-kd2:26.5.2	They thought,	NA
pli-tv-kd2:26.5.3	“The Buddha has instructed that the Monastic Code should be recited when there are four monks and that the observance-day ceremony should be done by declaring purity when there are three.	NA
pli-tv-kd2:26.5.4	But there’s only two of us.	NA
pli-tv-kd2:26.5.5	So how should we do the observance-day ceremony?”	NA
pli-tv-kd2:26.5.7	“When there are two of you, you should do the observance-day ceremony by declaring your purity.	NA
pli-tv-kd2:26.6.1	And you should do it like this.	NA
pli-tv-kd2:26.6.2	The senior monk should arrange his upper robe over one shoulder, squat on his heels, raise his joined palms, and say to the junior monk:	NA
pli-tv-kd2:26.6.3	‘I’m pure.	NA
pli-tv-kd2:26.6.4	Please remember me as pure.’	NA
pli-tv-kd2:26.6.5	And he should repeat this two more times.	NA
pli-tv-kd2:26.7.1	The junior monk should arrange his upper robe over one shoulder, squat on his heels, raise his joined palms, and say to the senior monk:	NA
pli-tv-kd2:26.7.2	‘I’m pure, venerable.	NA
pli-tv-kd2:26.7.3	Please remember me as pure.’	NA
pli-tv-kd2:26.7.4	And he should repeat this two more times.”	NA
pli-tv-kd2:26.8.1	At one time on the observance day, a monk was staying in a certain monastery by himself.	NA
pli-tv-kd2:26.8.2	He thought,	NA
pli-tv-kd2:26.8.3	“The Buddha has instructed that the Monastic Code should be recited when there are four monks and that the observance-day ceremony should be done by declaring purity when there are two or three.	NA
pli-tv-kd2:26.8.4	But I’m here by myself.	NA
pli-tv-kd2:26.8.5	So how should I do the observance-day ceremony?”	NA
pli-tv-kd2:26.9.1	“On the observance day, a monk may be staying by himself in a certain monastery.	NA
pli-tv-kd2:26.9.2	He should sweep the place where the monks normally go: whether the assembly hall, under a roof cover, or at the foot of a tree. He should set out water for drinking and water for washing. He should prepare a seat, light a lamp, and sit down.	NA
pli-tv-kd2:26.9.3	If other monks arrive, he should do the observance-day ceremony with them.	NA
pli-tv-kd2:26.9.4	If not, he should determine: ‘Today is my observance day.’	NA
pli-tv-kd2:26.9.5	If he doesn’t make a determination, he commits an offense of wrong conduct.	NA
pli-tv-kd2:26.10.1	Wherever four monks are staying together, three shouldn’t recite the Monastic Code, while the purity of the fourth is brought.	NA
pli-tv-kd2:26.10.2	If you do recite the Monastic Code, you commit an offense of wrong conduct.	NA
pli-tv-kd2:26.10.3	Wherever three monks are staying together, two shouldn’t do the observance-day ceremony by declaring purity, while the purity of the third is brought.	NA
pli-tv-kd2:26.10.4	If you do declare purity, you commit an offense of wrong conduct.	NA
pli-tv-kd2:26.10.5	Wherever two monks are staying together, one shouldn’t make a determination, while the purity of the other is brought.	NA
pli-tv-kd2:26.10.6	If you do make a determination, you commit an offense of wrong conduct.”	NA
pli-tv-kd2:27.1.0	25. The process for making amends for an offense	NA
pli-tv-kd2:27.1.1	At one time on the observance day, a certain monk committed an offense.	NA
pli-tv-kd2:27.1.2	He thought,	NA
pli-tv-kd2:27.1.3	“The Buddha has laid down a rule	NA
pli-tv-kd2:27.1.4	that one shouldn’t do the observance-day ceremony if one has an unconfessed offense.	It is not clear what this refers to. It could be that it is a reference to the Pātimokkha preamble which states that “anyone who has committed an offense should reveal it” ([Kd 2:3.3.3](pli-tv-kd2:3.3.3)).
pli-tv-kd2:27.1.5	And I’ve committed an offense.	NA
pli-tv-kd2:27.1.6	So what should I do?”	NA
pli-tv-kd2:27.1.7	They told the Buddha.	NA
pli-tv-kd2:27.1.8	“On the observance day, a monk may have committed an offense.	NA
pli-tv-kd2:27.1.9	He should approach a single monk, arrange his upper robe over one shoulder, squat on his heels, raise his joined palms, and say:	NA
pli-tv-kd2:27.1.10	‘I’ve committed such-and-such an offense. I confess it.’	NA
pli-tv-kd2:27.1.11	The other should say,	NA
pli-tv-kd2:27.1.12	‘Do you recognize it?’ —	NA
pli-tv-kd2:27.1.13	‘Yes, I recognize it.’ —	NA
pli-tv-kd2:27.1.14	‘You should restrain yourself in the future.’	NA
pli-tv-kd2:27.2.1	On the observance day, a monk may be unsure if he’s committed an offense.	NA
pli-tv-kd2:27.2.2	He should approach a single monk, arrange his upper robe over one shoulder, squat on his heels, raise his joined palms, and say:	NA
pli-tv-kd2:27.2.3	‘I’m unsure if I’ve committed such-and-such an offense.	NA
pli-tv-kd2:27.2.4	I’ll make amends for it when I’m sure.’ He can then take part in the observance-day ceremony and listen to the recitation of the Monastic Code. This is not an obstacle to doing the observance-day ceremony.”	NA
pli-tv-kd2:27.3.1	On one occasion the monks from the group of six confessed shared offenses with one another.	NA
pli-tv-kd2:27.3.3	“You shouldn’t confess shared offenses with one another.	NA
pli-tv-kd2:27.3.4	If you do, you commit an offense of wrong conduct.”	NA
pli-tv-kd2:27.3.5	On one occasion the monks from the group of six received the confession of shared offenses from one another.	NA
pli-tv-kd2:27.3.7	“You shouldn’t receive the confession of shared offenses from one another.	NA
pli-tv-kd2:27.3.8	If you do, you commit an offense of wrong conduct.”	NA
pli-tv-kd2:27.4.0	26. The process for revealing an offense	NA
pli-tv-kd2:27.4.1	At one time a certain monk remembered an offense while the Monastic Code was being recited.	NA
pli-tv-kd2:27.4.2	He thought,	NA
pli-tv-kd2:27.4.3	“The Buddha has laid down a rule	NA
pli-tv-kd2:27.4.4	that one shouldn’t do the observance-day ceremony if one has an unconfessed offense.	NA
pli-tv-kd2:27.4.5	And I’ve committed an offense.	NA
